id_transaccion,id_cliente,monto,fecha,id_tienda,id_clientes,edad,preferencias,geolocalizacion,Timestamp,ingresos,puntos_lealtad,gastos_mensuales,pais,ingresos_norm,puntos_lealtad_norm,gastos_mensuales_norm,segmento_cliente,monto_mxn,monto_eur,PC1,PC2,PC3,cluster
3071,20,5347.575,2005-12-20,8,20,63,porrismo,México,1989-06-16,11339.44,5382.0,9996.17,Desconocido,0.21107088929069867,0.5383615084525357,0.9997989255145333,Estándar Senior,92406.1,4588.22,0.11523928971986372,-2.1786071851035613,1.2625183892691327,1
3072,30,7780.71,1983-07-12,4,30,34,television,Desconocida,,3493.65,1062.0,9497.82,Rusia,0.050845931185970084,0.10623186956086826,0.9494444180611367,Premium Joven,134450.67,6675.85,1.5623987182069958,-1.8615241125110567,2.7029664095040955,1
3073,77,5347.575,2001-04-02,17,77,18,deportes,Egipto,,11935.41,1457.0,6688.03,Desconocido,0.22324165453953596,0.1457437231169351,0.6655363384033068,Estándar Joven,92406.1,4588.22,0.0025719774890181194,-0.9546384120793985,1.9231741240759208,1
3074,87,3017.33,2011-11-29,6,87,29,porrismo,Palestina,2008-01-10,25644.82,1007.0,9830.81,Argentina,0.5032121409903009,0.10073021906571972,0.9830905451543573,Estándar Joven,52139.46,2588.87,-1.3492242661433016,-0.4640035979495919,3.1890942900541774,1
3077,51,4363.59,1993-05-27,16,51,88,manga,Costa Rica,,36396.76,2340.0,7773.72,Desconocido,0.7227858405214578,0.2340702210663199,0.7752371213812908,Estándar Senior,75402.84,3743.96,-0.6227330958177542,1.1661763068697553,1.5933042350499957,0
3078,10,70.15,,10,10,76,pretty cure,España,2002-02-28,25644.82,2419.0,7028.93,Corea del Sur,0.5032121409903009,0.24197259177753325,0.6999817113156435,Básico,1212.19,60.19,-3.2147421735167114,0.24145334153242995,1.4140151069143612,3
3079,89,6024.27,1996-03-07,7,89,70,historia,Botsuana,,23209.42,7491.0,9031.56,Japón,0.4534769501467713,0.7493247974392317,0.9023323629889569,Estándar Senior,104099.39,5168.82,0.4880310834576191,-1.4854767770751025,0.2684126953590433,1
3080,19,1223.9,1997-09-13,14,19,79,lectura,Botsuana,1992-12-04,46451.23,4930.0,2417.43,Argentina,0.9281159646409219,0.493147944383315,0.2340244300447719,Básico,21148.99,1050.11,-2.67100007969444,2.283566011364641,-0.8025297379317415,3
3081,6,3478.15,2003-06-17,15,6,31,futbol,Egipto,,29969.51,8188.0,4904.51,Ucrania,0.5915299871301973,0.8190457137141143,0.4853250990468665,Estándar Joven,60102.43,2984.25,-1.1652861604035456,-0.7429515746653473,-0.8489750175126142,3
3082,99,6087.91,2020-03-16,20,99,77,porrismo,España,2017-04-20,49565.88,7964.0,9701.07,España,0.9917226461555804,0.7966389916975093,0.9699812970415779,Estándar Senior,105199.08,5223.43,0.4965663933476798,0.30684677067620125,0.5194642823750798,1
3083,51,5347.575,1987-01-21,18,51,88,manga,Costa Rica,,36396.76,2340.0,7773.72,Desconocido,0.7227858405214578,0.2340702210663199,0.7752371213812908,Estándar Senior,92406.1,4588.22,-0.02786615568490809,1.1965364837201042,1.5734717311317126,0
3084,51,10012.8,2003-02-01,1,51,88,manga,Costa Rica,,36396.76,2340.0,7773.72,Desconocido,0.7227858405214578,0.2340702210663199,0.7752371213812908,Premium Senior,173021.18,8590.98,2.7924882342343507,1.340478687063055,1.4794428219498779,0
3085,97,2365.65,2015-03-25,3,97,54,manga,Francia,2000-01-26,21738.56,905.0,2515.99,Desconocido,0.4234393781651199,0.09052715814744423,0.243983174410392,Básico,40878.43,2029.73,-1.9539388739516044,1.1381943618586408,0.5594521343412949,3
3088,94,7319.73,2013-03-13,3,94,56,beisbol,Sudafrica,2012-01-18,11503.46,5736.0,9396.08,Afganistán,0.2144204688267731,0.5737721316394918,0.9391643586885902,Premium Senior,126484.93,6280.33,1.2948536957362056,-2.135126965720371,0.9716244698077824,1
3089,51,325.59,2003-07-16,15,51,88,manga,Costa Rica,,36396.76,2340.0,7773.72,Desconocido,0.7227858405214578,0.2340702210663199,0.7752371213812908,Básico,5626.2,279.36,-3.0638993660370577,1.0415866975221464,1.6746912417115192,3
3091,77,7433.42,2012-07-02,3,77,18,deportes,Egipto,,11935.41,1457.0,6688.03,Desconocido,0.22324165453953596,0.1457437231169351,0.6655363384033068,Premium Joven,128449.5,6377.87,1.2635654375416463,-0.8902811888560402,1.8811333649578488,1
3092,95,10367.2,2010-12-25,12,95,34,herreria,Botsuana,2017-01-25,43003.08,759.0,556.47,México,0.8576986211625953,0.07592277683304992,0.04598846297248715,Premium Joven,179145.22,8895.06,2.791283229236432,3.2261951296720506,0.1941997385489885,0
3093,36,3194.36,2002-06-02,8,36,60,futbol,Canadá,2022-08-30,45915.86,9862.0,5096.815,Desconocido,0.9171827589572968,0.9864959487846354,0.5047560683572416,Estándar Senior,55198.54,2740.76,-1.3578937793766306,0.3172491356505524,-1.4590739863172504,3
3094,50,1623.43,2016-06-15,3,50,72,pesca,R.D Congo,2008-04-15,3133.64,4930.0,336.01,Desconocido,0.0434938879669592,0.493147944383315,0.023712643341352736,Básico,28052.87,1392.9,-2.4037602444747685,-0.5673605415137907,-1.853027234365065,3
3095,30,5347.575,2000-12-25,16,30,34,television,Desconocida,,3493.65,1062.0,9497.82,Rusia,0.050845931185970084,0.10623186956086826,0.9494444180611367,Estándar Joven,92406.1,4588.22,0.09145037543334905,-1.9365967864343392,2.7520069373995226,1
3096,9,2801.47,2013-02-25,3,9,41,historia,Perú,,19613.31,5189.0,8120.63,Afganistán,0.3800380008389266,0.5190557167150145,0.8102897594482273,Básico,48409.4,2403.66,-1.488480303565588,-1.4187101309233505,1.0453921712976815,3
3098,75,919.42,1990-10-18,18,75,87,geografia,Egipto,2024-09-29,45447.92,3235.0,1154.26,Corea del Sur,0.9076265935621579,0.32359707912373714,0.10639063215191127,Básico,15887.58,788.86,-2.9049441011370867,2.973649468848508,-0.7222563007314151,3
3099,6,9575.42,2021-07-09,4,6,31,futbol,Egipto,,29969.51,8188.0,4904.51,Ucrania,0.5915299871301973,0.8190457137141143,0.4853250990468665,Premium Joven,165463.26,8215.71,2.520810426783151,-0.5548245554541917,-0.9718672478191558,2
3100,71,722.08,1998-08-29,13,71,61,acampar,Perú,1985-10-06,26522.74,4080.0,1198.73,Rusia,0.5211408257013757,0.4081224367310193,0.11088399012613129,Básico,12477.54,619.54,-2.972103540038668,1.0502743357267743,-0.933787659970314,3
3101,1,5347.575,1987-09-13,5,1,82,acampar,Desconocida,1984-12-25,37424.31,4687.0,8629.5,Estados Unidos,0.7437702354263066,0.4688406521956587,0.8617072335283116,Estándar Senior,92406.1,4588.22,0.014706697587567211,0.45403623669561927,1.1262948920292828,1
3102,23,4559.99,1992-12-27,9,23,39,historia,Perú,2002-01-08,42085.42,2603.0,8741.42,Desconocido,0.8389583751128813,0.2603781134340302,0.8730159050928428,Estándar Senior,78796.63,3912.47,-0.47016726837091394,0.7822836470768862,2.326878425042854,1
3103,88,10770.7,2020-05-23,3,88,85,carpinteria,Costa Rica,2023-10-12,18414.42,9159.0,2215.83,Desconocido,0.35555453900497763,0.9161748524557367,0.2136542711150944,Premium Senior,186117.7,9241.26,3.1795179442716694,-0.42929247735065124,-2.821073031363987,2
3104,77,6155.22,1991-01-25,16,77,18,deportes,Egipto,,11935.41,1457.0,6688.03,Desconocido,0.22324165453953596,0.1457437231169351,0.6655363384033068,Estándar Joven,106362.2,5281.18,0.4908326973789324,-0.9297190884376678,1.9068958070489266,1
3105,18,4822.22,1996-08-31,7,18,47,"comida,viajes",España,2015-04-30,3891.28,4930.0,6148.62,Estados Unidos,0.05896624158061271,0.493147944383315,0.6110330277472685,Estándar Senior,83327.96,4137.46,-0.2970209713248015,-1.9706330668189063,0.2345445034584384,1
3106,11,5347.575,1989-10-22,3,11,54,lectura,Estados Unidos,1997-08-27,28927.91,4930.0,719.41,Canadá,0.5702586662865493,0.493147944383315,0.06245232059154294,Estándar Senior,92406.1,4588.22,-0.18541976285262365,1.1975910003019992,-1.3844492499247048,0
3107,39,1414.95,2015-03-17,14,39,40,pesca,Argelia,2023-06-19,20135.54,7268.0,4409.75,Afganistán,0.3907028643990056,0.7270181054316295,0.4353333340069497,Básico,24450.34,1214.03,-2.4177487515482667,-1.113908725830983,-0.8377844910126252,3
3108,7,1443.0,1986-10-26,2,7,74,pesca,Estados Unidos,2009-10-29,39562.37,5141.0,5336.54,Nicaragua,0.7874332156902949,0.5142542762828849,0.5289784708841113,Básico,24935.04,1238.09,-2.4384079070299407,1.023726229664378,0.061843784433113246,3
3109,36,2888.53,1991-08-06,19,36,60,futbol,Canadá,2022-08-30,45915.86,9862.0,5096.815,Desconocido,0.9171827589572968,0.9864959487846354,0.5047560683572416,Básico,49913.8,2478.36,-1.5427823442993733,0.3078129926243384,-1.4529099134113679,3
3110,44,2281.63,2009-06-27,11,44,38,escultura,Perú,1999-11-04,14330.7,808.0,5096.815,Desconocido,0.2721577279876751,0.08082424727418225,0.5047560683572416,Básico,39426.57,1957.64,-1.9123240673496675,-0.14216416172725144,1.5193385961066435,3
3111,23,7302.47,2002-02-06,10,23,39,historia,Perú,2002-01-08,42085.42,2603.0,8741.42,Desconocido,0.8389583751128813,0.2603781134340302,0.8730159050928428,Premium Senior,126186.68,6265.52,1.1877956069538542,0.8669009668676478,2.2716029457669284,1
3112,50,4430.44,2003-05-29,11,50,72,pesca,R.D Congo,2008-04-15,3133.64,4930.0,336.01,Desconocido,0.0434938879669592,0.493147944383315,0.023712643341352736,Estándar Senior,76558.0,3801.32,-0.706785064258537,-0.4807521538119719,-1.9096033602855085,2
3114,83,3110.82,1993-03-31,10,83,25,pesca,Argentina,2007-02-10,34857.09,7773.0,6972.94,México,0.6913430462018153,0.7775332599779934,0.6943243442597276,Estándar Joven,53754.97,2669.08,-1.3387974911266254,-0.8110446956455624,0.08291520495167451,3
3115,26,4772.01,1994-07-21,12,26,48,geografia,Afganistan,1984-12-11,14385.05,6187.0,9789.93,Desconocido,0.2732676514591154,0.6188856656997099,0.9789599295936173,Estándar Senior,82460.33,4094.38,-0.23367451360685276,-2.2813005559797106,1.1019475272825516,1
3116,87,2196.31,1992-11-06,18,87,29,porrismo,Palestina,2008-01-10,25644.82,1007.0,9830.81,Argentina,0.5032121409903009,0.10073021906571972,0.9830905451543573,Básico,37952.24,1884.43,-1.8455718216216068,-0.48933564877796354,3.205642217287538,1
3117,40,5347.575,2015-12-29,19,40,46,pasear,Estados Unidos,,44627.91,6820.0,2580.23,Estados Unidos,0.8908805338415361,0.6822046613984195,0.2504741417201265,Estándar Senior,92406.1,4588.22,-0.14514952710053292,1.420480828815093,-1.1847053744101104,0
3118,34,2746.3,1994-02-26,16,34,53,"comida,viajes",Egipto,1986-03-09,23253.77,9413.0,4640.8,Desconocido,0.45438265586817667,0.9415824747424227,0.4586791932366222,Básico,47456.06,2356.33,-1.5996189848045341,-1.2630286479616835,-1.6042351105749342,3
3119,64,4065.68,2021-06-08,2,64,28,futbol,Japón,1998-07-01,10068.06,1345.0,1376.29,Canadá,0.18510705298674585,0.1345403621086326,0.12882508843740875,Estándar Joven,70254.95,3488.35,-0.9250949747703767,0.17587590820132146,0.12751155795949787,3
3120,61,8346.73,1986-07-03,3,61,51,historia,Egipto,2014-09-13,47393.68,5714.0,3848.69,Canadá,0.9473624664929727,0.5715714714414324,0.37864245419998116,Premium Senior,144231.49,7161.49,1.6889635827397507,1.7611780320264094,-0.4724328232050722,0
3121,33,8275.64,2015-03-15,2,33,47,mamposteria,Australia,1999-12-02,26890.4,6081.0,5096.815,Ucrania,0.5286490954991634,0.6082824847454236,0.5047560683572416,Premium Senior,143003.06,7100.5,1.725267004796322,-0.18527491154131207,-0.3469774637476325,2
3122,78,5347.575,2007-08-22,16,78,23,geografia,Egipto,1995-11-21,6760.73,9285.0,7092.54,Corea del Sur,0.11756550386441247,0.9287786335900771,0.7064090218787227,Estándar Joven,92406.1,4588.22,0.08318705653477913,-3.259414474012022,-0.689646759010778,2
3123,7,6363.42,,16,7,74,pesca,Estados Unidos,2009-10-29,39562.37,5141.0,5336.54,Nicaragua,0.7874332156902949,0.5142542762828849,0.5289784708841113,Estándar Senior,109959.9,5459.81,0.5362250135970642,1.1755423341447075,-0.03732867763146029,0
3124,77,8549.02,2006-06-20,4,77,18,deportes,Egipto,,11935.41,1457.0,6688.03,Desconocido,0.22324165453953596,0.1457437231169351,0.6655363384033068,Premium Joven,147727.07,7335.06,1.9380010900826756,-0.8558600699403431,1.8586480883031085,1
3125,46,7134.12,2005-02-21,6,46,85,beisbol,Palestina,2015-04-14,32215.89,3533.0,5096.815,Argentina,0.637405054062565,0.35340602180654196,0.5047560683572416,Premium Senior,123277.59,6121.07,0.9935881712052835,1.2095778786111124,0.23932143971690675,0
3126,72,2083.39,2002-11-12,2,72,46,"comida,viajes",Chile,2023-12-08,11236.15,678.0,9910.42,Japón,0.20896152415058689,0.06782034610383116,0.9911345349975699,Básico,36000.98,1787.55,-1.8915960510327887,-1.3238472756858544,3.048175522714164,1
3127,41,5347.575,2009-09-02,9,41,62,mamposteria,Brasil,2014-11-11,25644.82,8041.0,1479.18,Desconocido,0.5032121409903009,0.8043413023907172,0.1392213466332149,Estándar Senior,92406.1,4588.22,-0.13567910270932493,0.12361254831165601,-2.293089935842219,2
3129,56,10336.2,2002-09-08,19,56,44,herreria,Sudafrica,1989-02-22,25644.82,4930.0,5279.53,Perú,0.5032121409903009,0.493147944383315,0.5232180405240869,Premium Senior,178609.54,8868.46,2.9706186416468636,-0.01156721824492179,0.07679134542331961,2
3130,51,610.42,2001-10-29,4,51,88,manga,Costa Rica,,36396.76,2340.0,7773.72,Desconocido,0.7227858405214578,0.2340702210663199,0.7752371213812908,Básico,10548.06,523.74,-2.89170679125605,1.0503748763062914,1.6689504454364985,3
3131,54,7469.74,1992-07-19,3,54,75,series,Costa Rica,2009-12-08,26311.56,9241.0,3529.69,Afganistán,0.516828155256136,0.9243773131939582,0.3464099110523268,Premium Senior,129077.11,6409.04,1.2101252658210064,-0.3593120219912431,-2.1804594080152078,2
3132,8,8440.12,2005-10-05,12,8,78,el yesero,Rusia,1986-01-23,19178.43,6014.0,7080.82,Ucrania,0.3711569793254035,0.6015804741422427,0.7052248043060252,Premium Senior,145845.27,7241.62,1.886445238581256,-0.8389229618672801,-0.03578736698395612,2
3133,28,2774.17,1990-08-11,5,28,57,videojuegos,México,2012-10-15,25644.82,7902.0,8062.11,Corea del Sur,0.5032121409903009,0.7904371311393418,0.8043767549811404,Básico,47937.66,2380.24,-1.5021466871215863,-1.431101875871209,0.01940307071357493,3
3134,78,9299.33,2005-08-14,1,78,23,geografia,Egipto,1995-11-21,6760.73,9285.0,7092.54,Corea del Sur,0.11756550386441247,0.9287786335900771,0.7064090218787227,Premium Joven,160692.42,7978.83,2.4722158871651807,-3.1374857990341782,-0.7692955349770254,2
3135,15,9565.8,1996-04-04,3,15,27,series,España,2009-04-18,7389.32,9865.0,2347.66,Ucrania,0.130402427413864,0.9867960388116435,0.22697469795884134,Premium Joven,165297.02,8207.46,2.49926359574767,-2.129819331724843,-2.564024467979403,2
3136,30,5347.575,2010-11-04,8,30,34,television,Desconocida,,3493.65,1062.0,9497.82,Rusia,0.050845931185970084,0.10623186956086826,0.9494444180611367,Estándar Joven,92406.1,4588.22,0.09145037543334905,-1.9365967864343392,2.7520069373995226,1
3141,33,5347.575,1999-02-24,3,33,47,mamposteria,Australia,1999-12-02,26890.4,6081.0,5096.815,Ucrania,0.5286490954991634,0.6082824847454236,0.5047560683572416,Estándar Senior,92406.1,4588.22,-0.04489058145398721,-0.27561830389648745,-0.2879614806818228,1
3142,11,9515.26,1995-04-12,3,11,54,lectura,Estados Unidos,1997-08-27,28927.91,4930.0,719.41,Canadá,0.5702586662865493,0.493147944383315,0.06245232059154294,Premium Senior,164423.69,8164.09,2.3341473754796453,1.3261819485382662,-1.4684500941003784,2
3143,12,160.81,1988-02-03,8,12,85,acampar,Argelia,2003-04-06,20503.56,5286.0,1077.28,Japón,0.3982184860357945,0.5287586275882765,0.09861238396537073,Básico,2778.8,137.97,-3.3013308152409775,0.582819555433679,-1.6509051750711778,3
3145,92,4575.54,2021-12-14,4,92,57,teatro,Botsuana,2000-06-22,47975.11,4132.0,1194.53,México,0.959236299133259,0.41332399719915974,0.11045961181509634,Estándar Senior,79065.33,3925.81,-0.6822338679709382,2.721031886781443,-0.7846078909038601,0
3146,32,5275.76,2010-09-01,5,32,41,la uas,Perú,2007-04-20,22126.5,9195.0,9997.56,Desconocido,0.4313618015599786,0.9197759327798339,0.999939374526995,Estándar Senior,91165.13,4526.6,0.08736399537649266,-2.532025801457145,0.28210759522289924,1
3147,14,7693.24,1998-01-19,8,14,76,deportes,Botsuana,,49553.23,967.0,3581.3,Desconocido,0.9914643107017862,0.09672901870561168,0.3516247121553063,Premium Senior,132939.19,6600.8,1.2376927821107941,3.3787242491887124,0.8494937874624502,0
3149,20,5347.575,1998-01-06,7,20,63,porrismo,México,1989-06-16,11339.44,5382.0,9996.17,Desconocido,0.21107088929069867,0.5383615084525357,0.9997989255145333,Estándar Senior,92406.1,4588.22,0.11523928971986372,-2.1786071851035613,1.2625183892691327,1
3150,80,5522.57,1990-11-17,1,80,24,herreria,Brasil,2004-09-25,47555.83,3376.0,9812.03,Corea del Sur,0.9506738573097906,0.33770131039311796,0.9811929678493012,Estándar Joven,95430.01,4738.37,0.14252195286012806,0.6344707848865265,2.590144748735367,1
3151,39,165.48,2016-03-13,6,39,40,pesca,Argelia,2023-06-19,20135.54,7268.0,4409.75,Afganistán,0.3907028643990056,0.7270181054316295,0.4353333340069497,Básico,2859.49,141.98,-3.1731152905376026,-1.1524603079804865,-0.8126010275629715,3
3152,98,6498.26,1991-04-17,14,98,55,pintura,México,2002-12-17,14510.2,71.0,3100.52,Canadá,0.2758234366008038,0.007102130639191758,0.3030455206364058,Estándar Senior,112289.93,5575.51,0.5683260574898042,0.8065795290487899,0.8712650006152836,0
3153,9,5347.575,1990-09-04,14,9,41,historia,Perú,,19613.31,5189.0,8120.63,Afganistán,0.3800380008389266,0.5190557167150145,0.8102897594482273,Estándar Senior,92406.1,4588.22,0.050764400140289975,-1.3401518210430992,0.9940746840447732,1
3154,72,5424.58,1996-08-19,15,72,46,"comida,viajes",Chile,2023-12-08,11236.15,678.0,9910.42,Japón,0.20896152415058689,0.06782034610383116,0.9911345349975699,Estándar Senior,93736.74,4654.29,0.12831537821148675,-1.2207572162513882,2.980832897611936,1
3155,87,8432.73,1989-09-13,3,87,29,porrismo,Palestina,2008-01-10,25644.82,1007.0,9830.81,Argentina,0.5032121409903009,0.10073021906571972,0.9830905451543573,Premium Joven,145717.57,7235.28,1.9246473976272724,-0.296915269465213,3.0799453893181683,1
3156,92,8497.05,2021-02-28,4,92,57,teatro,Botsuana,2000-06-22,47975.11,4132.0,1194.53,México,0.959236299133259,0.41332399719915974,0.11045961181509634,Premium Senior,146829.02,7290.47,1.6885104818351167,2.842027378161422,-0.8636470733406505,0
3157,32,10305.0,,20,32,41,la uas,Perú,2007-04-20,22126.5,9195.0,9997.56,Desconocido,0.4313618015599786,0.9197759327798339,0.999939374526995,Premium Senior,178070.4,8841.69,3.127784471396492,-2.376852102729202,0.18074181585981805,2
3158,45,9577.6,1987-01-29,13,45,74,porrismo,Estados Unidos,,18247.94,6601.0,6962.73,Japón,0.35215472190239455,0.660298089426828,0.6932927007940926,Premium Senior,165500.93,8217.58,2.5782751796031778,-1.0326736337297857,-0.26838642556605496,2
3159,36,4703.99,2024-12-01,7,36,60,futbol,Canadá,2022-08-30,45915.86,9862.0,5096.815,Desconocido,0.9171827589572968,0.9864959487846354,0.5047560683572416,Estándar Senior,81284.95,4036.02,-0.4452496448134538,0.3638276819731649,-1.489500989658004,2
3161,39,5624.04,1999-12-26,17,39,40,pesca,Argelia,2023-06-19,20135.54,7268.0,4409.75,Afganistán,0.3907028643990056,0.7270181054316295,0.4353333340069497,Estándar Senior,97183.41,4825.43,0.12685079909720584,-0.9840402003525623,-0.9226199006714146,2
3162,54,2701.26,2018-03-17,3,54,75,series,Costa Rica,2009-12-08,26311.56,9241.0,3529.69,Afganistán,0.516828155256136,0.9243773131939582,0.3464099110523268,Básico,46677.77,2317.68,-1.6726536408367196,-0.5064401804446929,-2.0843493032091387,3
3163,68,4853.3,2019-12-31,13,68,37,youtube,Francia,2010-11-05,16741.3,4210.0,1741.83,Nicaragua,0.3213864588111178,0.4211263379013704,0.16576014744115034,Estándar Senior,83865.02,4164.13,-0.4318569097666204,0.02947307839927386,-0.7558301369389491,3
3167,84,3179.9,2017-11-16,10,84,33,escultura,Egipto,,3247.41,6532.0,1909.15,Estados Unidos,0.04581727330910766,0.6533960188056417,0.1826665710131426,Estándar Joven,54948.67,2728.35,-1.3935739307438455,-1.6727175696828052,-1.5473606424347246,3
3168,46,4252.05,2012-11-01,12,46,85,beisbol,Palestina,2015-04-14,32215.89,3533.0,5096.815,Argentina,0.637405054062565,0.35340602180654196,0.5047560683572416,Estándar Senior,73475.42,3648.26,-0.7487617672775388,1.120653702969896,0.29741033262844113,0
3169,4,9506.45,,1,4,31,geografia,Sudafrica,1986-01-07,5205.68,7693.0,4795.67,México,0.08580862264521619,0.7695308592577773,0.47432763824376084,Premium Joven,164271.46,8156.53,2.519764979826273,-2.269459292860985,-1.0799083627448374,2
3170,3,7872.86,1983-07-31,4,3,30,acampar,Japón,1985-08-13,36744.61,7600.0,3094.07,Japón,0.729889554956426,0.7602280684205261,0.3023937968016021,Premium Joven,136043.02,6754.91,1.4223277777017849,0.430531584198061,-1.259412247285869,2
3171,25,541.93,1987-01-11,3,25,33,carpinteria,Israel,2003-03-02,25644.82,6777.0,7116.51,Desconocido,0.5032121409903009,0.6779033710113034,0.7088310095252722,Básico,9364.55,464.98,-2.8801414530505474,-1.2847093051801413,0.3554774563858867,3
3172,21,6883.38,2014-06-29,12,21,64,geografia,Estados Unidos,2003-01-05,16439.02,9906.0,7776.44,México,0.31521336466305916,0.9908972691807543,0.7755119568589133,Estándar Senior,118944.81,5905.94,1.0049450315265545,-2.335984766416026,-0.9900305220385889,2
3173,96,5830.27,2023-04-22,5,96,83,mamposteria,Colombia,,20706.97,3023.0,4520.46,Desconocido,0.40237247928925696,0.30239071721516453,0.4465197442009209,Estándar Senior,100747.07,5002.37,0.2076035910522681,0.534893632412379,0.1548569939268175,0
3174,1,1743.79,1984-01-26,2,1,82,acampar,Desconocida,1984-12-25,37424.31,4687.0,8629.5,Estados Unidos,0.7437702354263066,0.4688406521956587,0.8617072335283116,Básico,30132.69,1496.17,-2.163957086506706,0.3428439459158014,1.1989302246047033,3
3175,10,5347.575,2003-11-20,14,10,76,pretty cure,España,2002-02-28,25644.82,2419.0,7028.93,Corea del Sur,0.5032121409903009,0.24197259177753325,0.6999817113156435,Estándar Senior,92406.1,4588.22,-0.024282409356755495,0.40428458351098573,1.3076471084512065,1
3176,4,5347.575,2013-11-03,5,4,31,geografia,Sudafrica,1986-01-07,5205.68,7693.0,4795.67,México,0.08580862264521619,0.7695308592577773,0.47432763824376084,Estándar Joven,92406.1,4588.22,0.005524074843396891,-2.3977784065481704,-0.996085091966917,2
3178,82,5347.575,1985-12-23,7,82,89,carpinteria,Estados Unidos,2019-11-24,3466.88,6028.0,472.32,Desconocido,0.050299240269126314,0.6029808942682805,0.03748574038353695,Estándar Senior,92406.1,4588.22,-0.14575958447213896,-0.5345777109906896,-2.408594483271954,2
3179,87,8296.44,1986-08-03,12,87,29,porrismo,Palestina,2008-01-10,25644.82,1007.0,9830.81,Argentina,0.5032121409903009,0.10073021906571972,0.9830905451543573,Premium Joven,143362.48,7118.35,1.8422550859754754,-0.30112031934122957,3.0826922991452843,1
3180,60,5347.575,2014-01-27,6,60,80,porrismo,Costa Rica,1992-08-29,25644.82,1195.0,3256.57,Desconocido,0.5032121409903009,0.11953586075822746,0.31881319574045425,Estándar Senior,92406.1,4588.22,-0.14318758993205338,1.5757482823544686,0.4429421467125669,0
3181,79,7559.32,2006-07-01,6,79,82,carpinteria,Rusia,2007-08-15,39321.84,1292.0,5096.815,Canadá,0.7825211661487023,0.12923877163148945,0.5047560683572416,Premium Senior,130625.05,6485.9,1.2205545703999767,2.261129070467773,1.0861321009871405,0
3183,50,2465.81,2017-08-21,12,50,72,pesca,R.D Congo,2008-04-15,3133.64,4930.0,336.01,Desconocido,0.0434938879669592,0.493147944383315,0.023712643341352736,Básico,42609.2,2115.66,-1.8945010396955495,-0.5413695198639573,-1.8700056281752044,3
3185,79,2898.64,2024-02-11,4,79,82,carpinteria,Rusia,2007-08-15,39321.84,1292.0,5096.815,Canadá,0.7825211661487023,0.12923877163148945,0.5047560683572416,Básico,50088.5,2487.03,-1.597054491879267,2.117326980193867,1.1800694826062328,0
3188,68,6616.13,1988-07-06,18,68,37,youtube,Francia,2010-11-05,16741.3,4210.0,1741.83,Nicaragua,0.3213864588111178,0.4211263379013704,0.16576014744115034,Estándar Senior,114326.73,5676.64,0.6338600080532089,0.08386398822222234,-0.7913604942718381,2
3189,26,603.42,2002-02-19,5,26,48,geografia,Afganistan,1984-12-11,14385.05,6187.0,9789.93,Desconocido,0.2732676514591154,0.6188856656997099,0.9789599295936173,Básico,10427.1,517.73,-2.7537896114571723,-2.4099194703824516,1.1859666400970625,3
3190,46,1601.73,2005-01-31,4,46,85,beisbol,Palestina,2015-04-14,32215.89,3533.0,5096.815,Argentina,0.637405054062565,0.35340602180654196,0.5047560683572416,Básico,27677.89,1374.28,-2.351010270814991,1.0388798731538649,0.35082832845347495,3
3191,93,9578.45,2007-10-14,3,93,68,beisbol,Argentina,2002-03-15,44808.13,4603.0,1916.42,Rusia,0.8945609461326671,0.46043813143943185,0.1834011496610531,Premium Senior,165515.62,8218.31,2.3693483790102725,2.4864473102308478,-0.9396060267312735,0
3192,88,5347.575,2014-11-09,6,88,85,carpinteria,Costa Rica,2023-10-12,18414.42,9159.0,2215.83,Desconocido,0.35555453900497763,0.9161748524557367,0.2136542711150944,Estándar Senior,92406.1,4588.22,-0.0990243386779091,-0.5966191798556896,-2.711768415010052,2
3193,100,7253.09,1996-05-16,9,100,41,television,Sudafrica,1984-01-22,27925.61,3982.0,9875.0,Desconocido,0.5497899212005389,0.39831949584875465,0.9875556112411752,Premium Senior,125333.4,6223.15,1.227741811193482,-0.7556263514001442,2.0227437747440558,1
3195,61,2836.95,2010-11-04,19,61,51,historia,Egipto,2014-09-13,47393.68,5714.0,3848.69,Canadá,0.9473624664929727,0.5715714714414324,0.37864245419998116,Básico,49022.5,2434.1,-1.6419657627358377,1.5911776551655483,-0.3613816538781606,3
3196,53,5347.575,2014-09-15,2,53,33,programar,Perú,2007-09-05,26447.36,2917.0,3592.23,Desconocido,0.5196014323016116,0.2917875362608783,0.3527291061885472,Estándar Joven,92406.1,4588.22,-0.10740962595000542,0.630348896490278,0.41252136840361325,0
3197,27,1593.52,1986-06-09,12,27,88,alfareria,Rusia,2018-11-15,34060.07,10.0,7627.45,Nicaragua,0.6750664830885239,0.0010003000900270082,0.7604576414872236,Básico,27536.03,1367.24,-2.3151140490771134,1.4983092213183276,2.366828078225192,3
3198,65,6954.9,2015-03-19,17,65,63,series,Estados Unidos,2024-08-02,16955.73,8898.0,2043.61,España,0.32576550002511884,0.8900670201060318,0.1962527395135614,Estándar Senior,120180.67,5967.3,0.8752475971520073,-0.7976399851747984,-2.5235508032207172,2
3199,7,8715.74,2008-03-31,15,7,74,pesca,Estados Unidos,2009-10-29,39562.37,5141.0,5336.54,Nicaragua,0.7874332156902949,0.5142542762828849,0.5289784708841113,Premium Senior,150607.99,7478.1,1.958316627869076,1.2481215110898114,-0.0847403517546034,0
